Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55824,A History of Russia,Nicholas V. Riasanovsky,"Riasanovsky, Nicholas V.",Mark Steinberg,"=""0195153928""","=""9780195153927""",0,3.98,Oxford University Press,Paperback,464,2004,1962,,2024/10/12,to-read,to-read (#250),to-read,,,,0,0
55822,A History of Russia,Nicholas V. Riasanovsky,"Riasanovsky, Nicholas V.",Mark Steinberg,"=""0195153936""","=""9780195153934""",0,3.98,Oxford University Press,Paperback,464,2004,1962,,2024/10/12,to-read,to-read (#251),to-read,,,,0,0
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",0,3.83,Modern Library,Paperback,182,2001,1908,,2024/12/17,to-read,to-read (#257),to-read,,,,0,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""1250229863""","=""9781250229861""",0,4.47,Tor.com,Hardcover,352,2020,2020,,2023/03/23,"do_not_own_it, hugo-award-winners, currently-reading","do_not_own_it (#70), hugo-award-winners (#49), currently-reading (#2)",currently-reading,,,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.38,Tordotcom,Kindle Edition,163,2018,2018,2024/12/14,2023/03/23,do_not_own_it,do_not_own_it (#72),read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",4,4.27,Penguin,Paperback,671,2002,1866,2024/10/27,2021/01/09,do_not_own_it,do_not_own_it (#35),read,,,,1,0
333706,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140268863""","=""9780140268867""",4,3.81,Penguin Classics,Paperback,560,1997,-700,2024/12/08,2024/09/02,,,read,,,,1,0
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,"Durant, Will",,"=""0671739166""","=""9780671739164""",0,4.15,Pocket Books,Paperback,704,1991,1926,,2024/11/16,to-read,to-read (#256),to-read,,,,0,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.3,Orbit,Paperback,410,2016,2016,2024/11/13,2023/03/23,"do_not_own_it, hugo-award-winners","do_not_own_it (#68), hugo-award-winners (#47)",read,I cannot recommend this series enough. I can’t wait to read the third one. The book has so many layers and mysteries! Each character has their own motivations and personality and that makes this extremely fantastical book feel extremely real.,,,1,0
26030734,"The Wild Robot (The Wild Robot, #1)",Peter  Brown,"Brown, Peter",,"=""0316381993""","=""9780316381994""",0,4.18,"Little, Brown Books for Young Readers",Hardcover,282,2016,2016,,2024/11/12,to-read,to-read (#255),to-read,,,,0,0
112975131,"The Kingdom, the Power, and the Glory: American Evangelicals in an Age of Extremism",Tim Alberta,"Alberta, Tim",,"=""006322688X""","=""9780063226883""",0,4.43,Harper,Paperback,506,2023,2023,,2024/10/17,to-read,to-read (#254),to-read,,,,0,0
680412,Nicholas II: Twilight of the Empire,Dominic Lieven,"Lieven, Dominic",,"=""0312143796""","=""9780312143794""",0,3.88,St. Martin's Press,Paperback,304,1996,1993,,2024/10/12,to-read,to-read (#253),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2024/10/12,to-read,to-read (#252),to-read,,,,0,0
5695,Demons,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,4.3,Vintage,Paperback,733,1995,1872,,2024/10/07,to-read,to-read (#249),to-read,,,,0,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",5,4.27,Tor,Mass Market Paperback,705,1991,1990,2021/08/23,2021/07/30,,,read,,,,2,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""""","=""""",0,4.31,Penguin Classics,Paperback,1276,2003,1844,,2024/09/02,to-read,to-read (#248),to-read,,,,0,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,3.76,Vintage,Paperback,783,1990,1922,,2024/09/02,to-read,to-read (#247),to-read,,,,0,0
202776726,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316578975""","=""9780316578974""",0,4.04,Orbit,Paperback,432,2024,2024,,2024/09/01,to-read,to-read (#246),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.3,Orbit,Paperback,468,2015,2015,2024/08/25,2022/03/30,hugo-award-winners,hugo-award-winners (#46),read,,,,1,0
207293815,Sky Full of Elephants,Cebo Campbell,"Campbell, Cebo",,"=""1668034921""","=""9781668034927""",0,3.87,Simon & Schuster,Hardcover,304,2024,2024,,2024/08/19,to-read,to-read (#245),to-read,,,,0,0
210367505,"Absolution (Southern Reach, #4)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374616590""","=""9780374616595""",0,3.72,MCD,Hardcover,441,2024,2024,,2024/08/19,to-read,to-read (#244),to-read,,,,0,0
195791689,Hum,Helen          Phillips,"Phillips, Helen",,"=""1668008831""","=""9781668008836""",0,3.52,S&S/ Marysue Rucci Books,Hardcover,272,2024,2024,,2024/08/13,to-read,to-read (#243),to-read,,,,0,0
57043,"Foreigner (Foreigner, #1)",C.J. Cherryh,"Cherryh, C.J.",,"=""0756402514""","=""9780756402518""",0,3.92,DAW,Mass Market Paperback,428,2004,1994,,2024/08/11,to-read,to-read (#242),to-read,,,,0,0
57042,"The Faded Sun Trilogy (The Faded Sun, #1-3)",C.J. Cherryh,"Cherryh, C.J.",,"=""0886778697""","=""9780886778699""",0,4.13,DAW,Mass Market Paperback,784,2000,1978,,2024/08/11,to-read,to-read (#241),to-read,,,,0,0
998190,Sunfall,C.J. Cherryh,"Cherryh, C.J.",,"=""0879976187""","=""9780879976187""",4,3.63,DAW Books,Mass Market Paperback,158,1981,1981,2024/08/11,2022/05/21,,,read,,,,1,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.01,Tor Books,Hardcover,384,2006,2006,,2022/09/14,"to-read, do_not_own_it","to-read (#150), do_not_own_it (#4)",to-read,,,,0,0
50663055,Elder Race,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250768721""","=""9781250768728""",4,4.1,Tordotcom,Paperback,201,2021,2021,2024/07/28,2024/07/20,,,read,,,,1,0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.1,Harper Perennial,Paperback,248,2006,1999,,2024/07/26,to-read,to-read (#240),to-read,,,,0,0
6162,All the Pretty Horses,Cormac McCarthy,"McCarthy, Cormac",,"=""0739412531""","=""9780739412534""",5,4.05,Vintage,Paperback,302,1992,1992,2024/07/19,2021/01/09,,,read,,,,1,0
1103654,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""0394747747""","=""9780394747743""",3,3.86,Vintage,Paperback,378,1987,1929,2024/04/25,2024/04/09,,,read,I think that if I reread it I might enjoy it more the second time. All three of these stars come from the Benjy section. The middle third was rough because I found it boring. The final third was rough because of how much I hated Jason,,,1,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",0,3.98,Vintage,Paperback,647,1995,1981,,2024/07/06,to-read,to-read (#239),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2024/07/02,to-read,to-read (#238),to-read,,,,0,0
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765374""","=""9781250765376""",0,4.3,Tor.com,Hardcover,168,2021,2021,,2024/07/01,to-read,to-read (#237),to-read,,,,0,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",5,4.25,Tor.com,Hardcover,160,2018,2018,2024/07/01,2023/03/23,do_not_own_it,do_not_own_it (#71),read,,,,1,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2021/08/01,2021/07/18,,,read,,,,2,0
52382796,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.41,Blackstone Publishing,Paperback,1152,2020,1975,,2024/05/28,to-read,to-read (#236),to-read,,,,0,0
13543121,Between Two Fires,Christopher Buehlman,"Buehlman, Christopher",,"=""1937007863""","=""9781937007867""",0,4.25,Ace,Hardcover,432,2012,2012,,2024/05/24,to-read,to-read (#235),to-read,,,,0,0
40961621,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,"Hochschild, Adam",,"=""""","=""""",0,4.18,Mariner Books,Kindle Edition,442,1999,1998,,2023/03/10,currently-reading,currently-reading (#1),currently-reading,,,,1,0
102534,The Sagas of Icelanders,Jane Smiley,"Smiley, Jane","Robert H. Kellogg, Katrina C. Attwood, Bernard Scudder, George Clark, Anthony Maxwell, Keneva Kunz, Andrew Wawn, Terry Gunnell, Ruth C. Ellison, Martin Regal","=""0141000031""","=""9780141000039""",0,4.31,Penguin Classics,Paperback,782,2001,1997,,2022/12/20,to-read,to-read (#234),to-read,,,,1,0
38820047,Killing Commendatore,Haruki Murakami,"Murakami, Haruki",,"=""052552004X""","=""9780525520047""",0,3.91,Knopf,Hardcover,681,2018,2017,,2024/05/15,to-read,to-read (#233),to-read,,,,0,0
88071,"The Last Colony (Old Man's War, #3)",John Scalzi,"Scalzi, John",,"=""0765316978""","=""9780765316974""",0,4.1,Tor Books,Hardcover,320,2007,2007,,2024/05/13,to-read,to-read (#232),to-read,,,,0,0
251632,Hospital of the Transfiguration,Stanisław Lem,"Lem, Stanisław",William Brand,"=""0156421763""","=""9780156421768""",0,3.78,Mariner Books,Paperback,228,1991,1948,,2024/05/13,to-read,to-read (#231),to-read,,,,0,0
201930181,"The Mercy of Gods (The Captive’s War, #1)",James S.A. Corey,"Corey, James S.A.",,"=""031652557X""","=""9780316525572""",0,4.2,Orbit,Hardcover,422,2024,2024,,2024/05/03,to-read,to-read (#230),to-read,,,,0,0
195790861,Service Model,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250290287""","=""9781250290281""",0,4.04,Tor Books,Hardcover,376,2024,2024,,2024/04/29,to-read,to-read (#229),to-read,,,,0,0
60850767,"Children of Memory (Children of Time, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1529087201""","=""9781529087208""",0,4.01,Tor,Kindle Edition,486,2022,2022,,2024/04/08,to-read,to-read (#228),to-read,,,,0,0
41716930,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""031645253X""","=""9780316452533""",4,4.05,Orbit,Paperback,597,2019,2019,2024/04/08,2024/03/13,,,read,,,,1,0
190576,Remembrance of Things Past: Volume I - Swann's Way & Within a Budding Grove,Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin","=""0394711823""","=""9780394711829""",0,4.29,Vintage,Paperback,1056,1982,1913,,2024/04/04,to-read,to-read (#227),to-read,,,,0,0
28766,Fiasco,Stanisław Lem,"Lem, Stanisław",,"=""0156306301""","=""9780156306300""",0,4.1,Harper Voyager,Paperback,322,1988,1986,,2024/04/01,to-read,to-read (#226),to-read,,,,0,0
176450755,The Other Valley,Scott Alexander Howard,"Howard, Scott Alexander",,"=""1668015471""","=""9781668015476""",0,3.88,Atria Books,Hardcover,304,2024,2024,,2024/03/17,to-read,to-read (#225),to-read,,,,0,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2024/03/13,2024/02/25,,,read,,,,1,0
22058579,The Best of Cordwainer Smith,Cordwainer Smith,"Smith, Cordwainer",J.J. Pierce,"=""""","=""""",0,4.13,Nelson Doubleday,Hardcover,342,1975,1975,,2024/03/08,to-read,to-read (#224),to-read,,,,0,0
71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,"Coll, Steve",,"=""0143034669""","=""9780143034667""",0,4.31,Penguin Books (London),Paperback,712,2004,2004,,2023/12/30,to-read,to-read (#223),to-read,,,,0,0
17691250,The Man Who Laughs. A Graphic Novel,David Hine,"Hine, David","Mark Stafford, Victor Hugo","=""1906838585""","=""9781906838584""",0,4.02,SelfMadeHero,Paperback,167,2013,2013,,2021/01/09,to-read,to-read (#13),to-read,,,,0,0
35407773,Solaris,Stanisław Lem,"Lem, Stanisław","Joanna Kilmartin, Steve Cox","=""""","=""""",4,3.99,Mariner Books,Paperback,224,2002,1961,2024/02/16,2022/03/21,,,read,,,,1,0
845485,Downward to the Earth,Robert Silverberg,"Silverberg, Robert",Gene Szafran,"=""0451044975""","=""9780451044976""",0,3.91,Roc,Mass Market Paperback,176,1971,1969,,2024/02/09,"to-read, do_not_own_it","to-read (#221), do_not_own_it (#77)",to-read,,,,0,0
1117681,The World Inside,Robert Silverberg,"Silverberg, Robert",,"=""""","=""""",0,3.73,Bantam Books,Mass Market Paperback,167,1983,1971,,2024/02/09,to-read,to-read (#222),to-read,,,,0,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",4,4.25,Tordotcom,Kindle Edition,151,2021,2021,2024/01/31,2022/07/10,,,read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.26,Tor.com,Hardcover,160,2018,2018,2024/01/27,2023/03/23,,,read,,,,1,0
31451186,"Borne (Borne, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374115249""","=""9780374115241""",0,3.93,"MCD / Farrar, Straus and Giroux ",Hardcover,323,2017,2017,,2024/01/24,to-read,to-read (#220),to-read,,,,0,0
57007980,"The Ottomans: Khans, Caesars, and Caliphs",Marc David Baer,"Baer, Marc David",,"=""1541673808""","=""9781541673809""",3,3.95,Basic Books,Hardcover,560,2021,2021,2024/01/23,2023/12/21,,,read,,,,1,0
5940939,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0312536631""","=""9780312536633""",0,4.14,St. Martin's Griffin,Paperback,265,2009,1974,,2022/04/01,"to-read, hugo-award-winners","to-read (#88), hugo-award-winners (#10)",to-read,,,,0,0
20351202,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,3.6,Houghton Mifflin Harcourt,Kindle Edition,278,2012,1962,,2022/03/30,"to-read, hugo-award-winners","to-read (#80), hugo-award-winners (#18)",to-read,,,,0,0
12101672,The Best of C.M. Kornbluth,C.M. Kornbluth,"Kornbluth, C.M.",Frederik Pohl,"=""""","=""""",4,4.08,"Nelson Doubleday, Inc.",Hardcover,312,1976,1976,2024/01/04,2022/09/14,,,read,,,,1,0
60784614,Cobalt Red: How the Blood of the Congo Powers Our Lives,Siddharth Kara,"Kara, Siddharth",,"=""1250284309""","=""9781250284303""",0,4.37,St. Martin's Press,Hardcover,288,2023,2023,,2024/01/03,to-read,to-read (#219),to-read,,,,0,0
660071,The Gamesman,Barry N. Malzberg,"Malzberg, Barry N.",,"=""0671801740""","=""9780671801748""",0,3.32,Pocket Books,Paperback,188,1975,1975,,2023/12/28,to-read,to-read (#218),to-read,,,,0,0
55169755,"BRZRKR, Volume 1",Keanu Reeves,"Reeves, Keanu","Matt Kindt, Ron Garney, Bill Crabtree, Clem Robins, Rafael Grampá","=""1684156858""","=""9781684156856""",4,3.75,BOOM! Studios,Paperback,144,2021,2021,2023/12/25,2022/07/30,,,read,,,,1,0
525878,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.07,Vintage,Paperback,296,2000,1973,2023/12/17,2023/12/13,,,read,,,,1,0
4979,A Man Without a Country,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Daniel Simon,"=""081297736X""","=""9780812977363""",0,4.09,Random House Trade Paperbacks,Paperback,145,2007,2005,,2023/12/17,"to-read, do_not_own_it","to-read (#217), do_not_own_it (#76)",to-read,,,,0,0
970602,The Night Land,William Hope Hodgson,"Hodgson, William Hope",,"=""1587156040""","=""9781587156045""",0,3.5,Borgo Press,Paperback,357,2001,1912,,2023/12/12,to-read,to-read (#216),to-read,,,,0,0
53116190,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",5,4.12,TOR,Mass Market Paperback,376,2007,2006,2023/12/12,2023/09/02,,,read,,,,1,0
171586,"The Venture of Islam, Vol 1: The Classical Age of Islam",Marshall G.S. Hodgson,"Hodgson, Marshall G.S.",,"=""0226346838""","=""9780226346830""",0,4.23,University of Chicago Press,Paperback,532,1977,1974,,2023/12/08,to-read,to-read (#215),to-read,,,,0,0
78107,A Peace to End All Peace: The Fall of the Ottoman Empire and The Creation of the Modern Middle East,David Fromkin,"Fromkin, David",,"=""0805068848""","=""9780805068849""",0,4.21,Owl Books,Paperback,635,2001,1989,,2023/12/08,to-read,to-read (#214),to-read,,,,0,0
34617904,Destiny Disrupted: A History of the World Through Islamic Eyes,Tamim Ansary,"Ansary, Tamim",,"=""""","=""""",0,4.39,PublicAffairs,Kindle Edition,416,2009,2009,,2023/12/08,to-read,to-read (#213),to-read,,,,0,0
64533,The Crusades Through Arab Eyes,Amin Maalouf,"Maalouf, Amin",,"=""0805208984""","=""9780805208986""",0,4.2,Schocken,Paperback,293,1989,1983,,2023/12/08,to-read,to-read (#212),to-read,,,,0,0
22313627,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765365286""","=""9780765365286""",4,4.76,Tor Fantasy,Mass Market Paperback,1310,2015,2014,2023/11/30,2022/08/06,,,read,"I just wish that the first 900 pages had been as captivating as the last 400. Maybe as I move on in the series I will look back with fondness on those 900 pages, but I was convinced I was not going to continue the series. Luckily the last quarter of the book changed my mind",,,1,0
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",0,4.32,Tor Science Fiction,Mass Market Paperback,775,2000,1999,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#187), do_not_own_it (#64), hugo-award-winners (#42)",to-read,,,,0,0
64284779,Meditations,Marcus Aurelius,"Aurelius, Marcus",,"=""1398819271""","=""9781398819276""",0,4.28,Arcturus Publishing Ltd,Hardcover,208,2022,180,,2023/02/28,to-read,to-read (#211),to-read,,,,0,0
2362928,The Mote in God's Eye,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0671456180""","=""9780671456184""",0,4.07,Pocket,Paperback,560,1982,1974,,2022/09/14,to-read,to-read (#210),to-read,,,,0,0
40537082,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316452505""","=""9780316452502""",5,4.3,Orbit,Paperback,600,2018,2015,2023/09/13,2023/07/23,,,read,I have not been able to shut up about this book the entire time I’ve been reading it. This is one of the best books I have read all year or even ever. I went into it not having much of an idea as to what it was about and that is the way to do it. Let the author unravel this insane/beautiful/terrifying world that he has created without having any preconceived ideas. ,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2023/09/02,,,read,,,,0,0
65211701,"System Collapse (The Murderbot Diaries, #7)",Martha Wells,"Wells, Martha",,"=""1250826977""","=""9781250826978""",0,4.23,Tor Publishing Group/Tordotcom,Hardcover,256,2023,2023,,2023/09/06,to-read,to-read (#209),to-read,,,,0,0
61885029,Starter Villain,John Scalzi,"Scalzi, John",,"=""0765389223""","=""9780765389220""",0,4.14,Tor Books,Hardcover,264,2023,2023,,2023/09/06,to-read,to-read (#208),to-read,,,,0,0
37703587,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",5,4.23,Tom Doherty Associates ,Mass Market Paperback,355,2007,2005,2023/09/02,2022/05/16,,,read,,,,1,0
651807,We Who Are About To...,Joanna Russ,"Russ, Joanna",Samuel R. Delany,"=""0819567590""","=""9780819567598""",0,3.53,Wesleyan University Press,Paperback,144,2005,1976,,2023/09/02,to-read,to-read (#207),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.17,Harper Voyager,Hardcover,544,2022,2022,,2023/07/23,to-read,to-read (#203),to-read,,,,0,0
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",0,3.82,Tor Books,Hardcover,432,2016,2016,,2023/07/23,"to-read, do_not_own_it","to-read (#204), do_not_own_it (#75)",to-read,,,,0,0
61423693,Light Bringer (Red Rising #6),Pierce Brown,"Brown, Pierce",,"=""0425285979""","=""9780425285978""",0,4.75,Del Rey,Hardcover,683,2023,2023,,2023/07/23,"to-read, do_not_own_it","to-read (#205), do_not_own_it (#74)",to-read,,,,0,0
53019456,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316705853""","=""9780316705851""",0,4.18,Orbit,Hardcover,548,2021,2021,,2023/07/23,"to-read, do_not_own_it","to-read (#206), do_not_own_it (#73)",to-read,,,,0,0
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",0,3.86,Tor Books,ebook,320,2012,2012,,2022/03/30,"to-read, hugo-award-winners","to-read (#69), hugo-award-winners (#50)",to-read,,,,0,0
1191620,Contact,Carl Sagan,"Sagan, Carl",,"=""0671434004""","=""9780671434007""",0,4.15,Simon & Schuster ,Hardcover,432,1985,1985,,2022/03/26,to-read,to-read (#65),to-read,,,,0,0
33387769,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""0765397536""","=""9780765397539""",5,4.14,Tor.com,Paperback,160,2017,2017,2023/08/28,2022/03/30,,,read,,,,1,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",3,3.89,Ace Books,Mass Market Paperback,271,1984,1984,2023/08/28,2022/04/01,hugo-award-winners,hugo-award-winners (#7),read,,,,1,0
18050012,A Memory of Light (Wheel of Time #14),Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765364883""","=""9780765364883""",5,4.57,TOR Fantasy,Mass Market Paperback,1148,2014,2013,2023/08/22,2022/04/18,,,read,,,,1,0
8599459,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis",,"=""""","=""""",0,4.41,Grove Press,Paperback,174,1962,1944,,2023/06/07,to-read,to-read (#198),to-read,,,,0,0
1504717,"The Forge of God (Forge of God, #1)",Greg Bear,"Bear, Greg",,"=""0812531671""","=""9780812531671""",0,3.86,Tom Doherty Associates,Mass Market Paperback,475,1988,1987,,2023/07/16,to-read,to-read (#202),to-read,,,,0,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.5,Scholastic Inc.,Paperback,912,2004,2003,2023/07/19,2023/07/08,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,2023/07/08,2023/06/29,,,read,,,,1,0
445229,Nova,Samuel R. Delany,"Delany, Samuel R.",,"=""0553100319""","=""9780553100310""",0,3.8,Bantam,Mass Market Paperback,216,1975,1968,,2022/09/14,to-read,to-read (#201),to-read,,,,0,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2023/06/29,2023/06/19,,,read,,,,1,0
50968,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Scholastic Inc.,Paperback,341,2000,1998,2023/06/19,2023/06/14,,,read,,,,1,0
61769142,"The Other Evangelicals: A Story of Liberal, Black, Progressive, Feminist, and Gay Christians―and the Movement That Pushed Them Out",Isaac B. Sharp,"Sharp, Isaac B.",David P. Gushee,"=""0802881750""","=""9780802881755""",0,4.19,Eerdmans,Hardcover,384,2023,,,2023/06/16,to-read,to-read (#200),to-read,,,,0,0
121121,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.47,Scholastic Inc.,Paperback,309,1998,1997,2023/06/14,2022/01/19,,,read,,,,1,0
36174657,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""1408891468""","=""9781408891469""",3,3.86,Bloomsbury,Paperback,1006,2017,2004,2023/06/10,2022/04/01,hugo-award-winners,hugo-award-winners (#5),read,,,,1,0
675308,Death Traps: The Survival of an American Armored Division in World War II,Belton Y. Cooper,"Cooper, Belton Y.",,"=""0891418148""","=""9780891418146""",0,4.02,Presidio Press,Mass Market Paperback,355,2003,1998,,2023/06/08,to-read,to-read (#199),to-read,,,,0,0
54031962,"Worlds of Exile and Illusion: Rocannon's World / Planet of Exile / City of Illusions (Hainish Cycle, #1-3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1473230985""","=""9781473230989""",0,4.25,Gateway,Paperback,370,2020,1966,,2022/05/16,to-read,to-read (#197),to-read,,,,0,0
91490,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""042542202X""","=""9780425422021""",0,3.92,Berkley Books D2202,Paperback,414,1975,1961,,2022/03/30,"hugo-award-winners, to-read","hugo-award-winners (#19), to-read (#196)",to-read,,,,0,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",0,4.05,Orion,Paperback,566,2005,1980,,2023/04/26,to-read,to-read (#195),to-read,,,,0,0
920443,Liberty and the News (The James Madison Library in American Politics),Walter Lippmann,"Lippmann, Walter","Ronald Steel, Sidney Blumenthal, Sean Wilentz","=""0691134804""","=""9780691134802""",0,3.89,Princeton University Press,Paperback,120,2007,1995,,2023/04/18,to-read,to-read (#194),to-read,,,,0,0
28116133,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.11,William Morrow,Paperback,750,2016,2001,2023/04/12,2022/04/01,hugo-award-winners,hugo-award-winners (#1),read,,,,1,0
62979704,Counterweight,Djuna,"Djuna, Djuna",Anton Hur,"=""0593317211""","=""9780593317211""",0,3.06,Pantheon,Hardcover,176,2023,2021,,2023/03/26,to-read,to-read (#193),to-read,,,,0,0
