Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57485191,An Unapologetic Cookbook,Joshua Weissman,"Weissman, Joshua",,"=""1615649980""","=""9781615649983""",5,4.39,Alpha an imprint of Penguin,Hardcover,256,2021,,,2022/01/01,,,read,,,,1,0
140975,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""0812550307""","=""9780812550306""",4,4.2,Tor Fantasy,Mass Market Paperback,989,1994,1993,2021/12/30,2021/08/29,,,read,,,,1,0
36436084,The Great Hunger (Penguin Modern),Patrick Kavanagh,"Kavanagh, Patrick",,"=""0241339340""","=""9780241339343""",0,3.48,Penguin Classics,Paperback,64,2018,1942,,2021/12/28,to-read,to-read (#38),to-read,,,,0,0
55159396,Ploughman and Other Poems,Patrick Kavanagh,"Kavanagh, Patrick",,"=""""","=""""",0,4,Macmillan & Co.,Unknown Binding,35,1936,,,2021/12/28,to-read,to-read (#37),to-read,,,,0,0
23981874,Bread Science: The Chemistry and Craft of Making Bread,Emily Jane Buehler,"Buehler, Emily Jane",,"=""0977806812""","=""9780977806812""",0,4.28,Two Blue Books,Kindle Edition,412,2014,2006,,2021/12/07,to-read,to-read (#36),to-read,,,,0,0
857502,Concerning the Spiritual in Art,Wassily Kandinsky,"Kandinsky, Wassily",M.T.H. Sadler,"=""0486234118""","=""9780486234113""",0,3.85,Dover Publications,Paperback,80,1977,1912,,2021/11/26,to-read,to-read (#35),to-read,,,,0,0
13536517,Jerusalem: A Cookbook,Yotam Ottolenghi,"Ottolenghi, Yotam",Sami Tamimi,"=""044901567X""","=""9780449015674""",0,4.2,Appetite by Random House,Hardcover,320,2012,2012,,2021/11/13,to-read,to-read (#34),to-read,,,,0,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.95,Knopf,Hardcover,944,2011,2009,,2021/01/09,to-read,to-read (#33),to-read,,,,0,0
1018881,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0440070376""","=""9780440070375""",0,3.9,Dell,Mass Market Paperback,320,1974,1952,,2021/01/09,to-read,to-read (#32),to-read,,,,0,0
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",5,3.78,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2021/11/13,2021/01/09,,,read,,,,1,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",4,4.28,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2021/11/07,2021/08/24,,,read,,,,1,0
28746,In Persuasion Nation,George Saunders,"Saunders, George",,"=""159448242X""","=""9781594482427""",0,4.09,Riverhead Books,Paperback,228,2007,2006,,2021/10/31,to-read,to-read (#31),to-read,,,,0,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",0,4.15,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2021/10/31,to-read,to-read (#30),to-read,,,,0,0
37590384,Foundations of Flavor: The Noma Guide to Fermentation,René Redzepi,"Redzepi, René",David Zilber,"=""1579657184""","=""9781579657185""",0,4.56,Artisan,Hardcover,456,2018,2018,,2021/10/30,to-read,to-read (#29),to-read,,,,0,0
13598307,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World,Sandor Ellix Katz,"Katz, Sandor Ellix",,"=""160358286X""","=""9781603582865""",0,4.44,Chelsea Green Publishing,Hardcover,528,2012,2012,,2021/10/30,to-read,to-read (#28),to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""0143131842""","=""9780143131847""",0,3.88,Penguin Classics,Paperback,260,2018,1818,,2021/10/30,to-read,to-read (#27),to-read,,,,0,0
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",0,4.12,Tor Books,ebook,336,2017,2017,,2021/10/30,to-read,to-read (#26),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",0,4.12,Tor,Paperback,448,2019,2019,,2021/10/26,to-read,to-read (#25),to-read,,,,0,0
54483293,Purgatory Mount,Adam Roberts,"Roberts, Adam",,"=""1473230942""","=""9781473230941""",0,3.44,Gollancz,Hardcover,320,2021,2021,,2021/10/26,to-read,to-read (#24),to-read,,,,0,0
41216866,Little Birds: a collection of short stories,Hannah Lee Kidder,"Kidder, Hannah Lee",,"=""""","=""""",0,4.17,,,76,2018,,,2021/10/26,to-read,to-read (#23),to-read,,,,0,0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",5,4.28,Tor Fantasy,Mass Market Paperback,624,2002,1991,2021/09/08,2021/08/14,,,read,,,,1,0
886229,R is for Rocket,Ray Bradbury,"Bradbury, Ray",,"=""055325040X""","=""9780553250404""",0,4.12,Bantam,Paperback,184,1984,1962,,2021/07/05,to-read,to-read (#21),to-read,,,,0,0
50403486,Subprime Attention Crisis (FSG Originals x Logic),Tim Hwang,"Hwang, Tim",,"=""0374538654""","=""9780374538651""",0,3.62,FSG,Paperback,176,2020,,,2021/03/17,to-read,to-read (#20),to-read,,,,0,0
2745816,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.1,Dell,Paperback,215,1976,1969,,2021/01/09,to-read,to-read (#2),to-read,,,,0,0
22288,Haunted,Chuck Palahniuk,"Palahniuk, Chuck",,"=""1400032822""","=""9781400032822""",0,3.59,Vintage,Paperback,419,2006,2005,,2021/01/09,to-read,to-read (#19),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2021/01/09,to-read,to-read (#17),to-read,,,,0,0
14028,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761047""","=""9780679761044""",5,3.58,Vintage,Paperback,175,1996,1948,,2021/01/09,,,read,,,,1,0
16142053,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,"Wright, Lawrence",,"=""0307700666""","=""9780307700667""",0,4.04,Alfred A. Knopf,Hardcover,430,2013,2013,,2021/01/09,to-read,to-read (#16),to-read,,,,0,0
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Dennis O'Neil, Todd Klein","=""1401207529""","=""9781401207526""",5,4.24,DC Comics,Paperback,144,2007,1988,,2021/01/09,,,read,,,,1,0
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""""","=""""",5,4.38,Hill & Wang,Paperback,120,2006,1956,,2021/01/09,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/01/09,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/01/09,to-read,to-read (#15),to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2021/01/09,to-read,to-read (#11),to-read,,,,0,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,4.41,Tor Books,Hardcover,512,2015,2008,,2021/01/09,to-read,to-read (#10),to-read,,,,0,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",0,4.41,TOR,Hardcover,604,2016,2010,,2021/01/09,to-read,to-read (#9),to-read,,,,0,0
40470,"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679747192""","=""9780679747192""",0,4.13,Vintage Books,Paperback,293,1999,1998,,2021/01/09,to-read,to-read (#8),to-read,,,,0,0
365990,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Alfred A. Knopf,Hardcover,426,1994,1994,,2021/01/09,to-read,to-read (#7),to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2021/01/09,to-read,to-read (#6),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,4.08,Tor Books,Hardcover,472,2014,2006,,2021/01/09,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.17,Roc,Paperback,297,2000,1968,,2021/01/09,to-read,to-read (#5),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2021/01/09,to-read,to-read (#4),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",0,4.28,Ace,Hardcover,658,2019,1965,,2021/01/09,to-read,to-read (#3),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.23,Crown Publishers,Hardcover,480,2011,2011,,2021/01/09,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,3.96,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/01/09,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.99,Signet Classics,Mass Market Paperback,141,1996,1945,,2021/01/09,to-read,to-read (#1),to-read,,,,0,0
